account_id,conference_id,signal_strength
ACME-EU-00764,CONF-025,medium
ACME-EU-00764,CONF-018,high
ACME-EU-00764,CONF-006,low
ACME-EU-00765,CONF-014,high
ACME-EU-00765,CONF-018,low
ACME-EU-00766,CONF-022,low
ACME-EU-00766,CONF-006,high
ACME-EU-00766,CONF-010,high
ACME-EU-00767,CONF-013,medium
ACME-EU-00767,CONF-003,low
ACME-EU-00768,CONF-021,low
ACME-EU-00769,CONF-018,medium
ACME-EU-00769,CONF-006,high
ACME-EU-00770,CONF-020,medium
ACME-EU-00771,CONF-001,medium
ACME-EU-00771,CONF-013,low
ACME-EU-00771,CONF-015,medium
ACME-EU-00771,CONF-003,medium
ACME-EU-00771,CONF-006,medium
ACME-EU-00771,CONF-008,medium
ACME-EU-00773,CONF-012,high
ACME-EU-00773,CONF-002,medium
ACME-EU-00773,CONF-006,low
ACME-EU-00773,CONF-005,low
ACME-EU-00774,CONF-003,low
ACME-EU-00774,CONF-009,low
ACME-EU-00774,CONF-014,high
ACME-EU-00774,CONF-015,medium
ACME-EU-00774,CONF-020,medium
ACME-EU-00774,CONF-001,low
ACME-EU-00774,CONF-006,high
ACME-EU-00775,CONF-025,medium
ACME-EU-00775,CONF-011,medium
ACME-EU-00776,CONF-006,high
ACME-EU-00776,CONF-013,low
ACME-EU-00778,CONF-024,low
ACME-EU-00781,CONF-020,medium
ACME-EU-00783,CONF-013,medium
ACME-EU-00783,CONF-021,high
ACME-EU-00783,CONF-004,medium
ACME-EU-00783,CONF-017,low
ACME-EU-00784,CONF-007,low
ACME-EU-00785,CONF-011,medium
ACME-EU-00785,CONF-013,high
ACME-EU-00785,CONF-012,high
ACME-EU-00786,CONF-022,low
ACME-EU-00786,CONF-007,medium
ACME-EU-00786,CONF-025,high
ACME-EU-00786,CONF-010,low
ACME-EU-00789,CONF-001,high
ACME-EU-00789,CONF-009,high
ACME-EU-00792,CONF-023,low
ACME-EU-00792,CONF-011,low
ACME-EU-00792,CONF-021,high
ACME-EU-00792,CONF-005,low
ACME-EU-00793,CONF-006,high
ACME-EU-00793,CONF-009,low
ACME-EU-00793,CONF-005,high
ACME-EU-00793,CONF-021,high
ACME-EU-00793,CONF-022,high
ACME-EU-00794,CONF-019,high
ACME-EU-00795,CONF-021,high
ACME-EU-00795,CONF-008,medium
ACME-EU-00795,CONF-018,medium
ACME-EU-00795,CONF-023,high
ACME-EU-00795,CONF-009,low
ACME-EU-00795,CONF-006,medium
ACME-EU-00795,CONF-012,high
ACME-EU-00795,CONF-007,high
ACME-EU-00795,CONF-013,low
ACME-EU-00795,CONF-015,medium
ACME-EU-00796,CONF-002,high
ACME-EU-00796,CONF-007,high
ACME-EU-00797,CONF-018,low
ACME-EU-00798,CONF-008,medium
ACME-EU-00798,CONF-014,medium
ACME-EU-00798,CONF-012,medium
ACME-EU-00798,CONF-016,high
ACME-EU-00799,CONF-004,low
ACME-EU-00799,CONF-003,medium
ACME-EU-00799,CONF-011,low
ACME-EU-00799,CONF-010,high
ACME-EU-00799,CONF-016,high
ACME-EU-00799,CONF-025,low
ACME-EU-00799,CONF-021,medium
ACME-EU-00799,CONF-014,low
ACME-EU-00800,CONF-007,high
ACME-EU-00800,CONF-013,low
ACME-EU-00800,CONF-009,high
ACME-EU-00801,CONF-016,medium
ACME-EU-00802,CONF-002,low
ACME-EU-00804,CONF-010,medium
ACME-EU-00804,CONF-015,medium
ACME-EU-00805,CONF-008,high
ACME-EU-00805,CONF-006,high
ACME-EU-00805,CONF-025,medium
ACME-EU-00805,CONF-001,high
ACME-EU-00806,CONF-009,high
ACME-EU-00806,CONF-002,high
ACME-EU-00806,CONF-025,low
ACME-EU-00806,CONF-020,low
ACME-EU-00806,CONF-024,high
ACME-EU-00806,CONF-003,medium
ACME-EU-00807,CONF-013,medium
ACME-EU-00807,CONF-003,low
ACME-EU-00808,CONF-009,high
ACME-EU-00808,CONF-004,medium
ACME-EU-00808,CONF-023,medium
ACME-EU-00808,CONF-010,low
ACME-EU-00809,CONF-008,high
ACME-EU-00809,CONF-012,low
ACME-EU-00809,CONF-009,low
ACME-EU-00809,CONF-020,medium
ACME-EU-00810,CONF-002,medium
ACME-EU-00811,CONF-001,medium
ACME-EU-00811,CONF-004,low
ACME-EU-00811,CONF-022,medium
ACME-EU-00811,CONF-009,medium
ACME-EU-00811,CONF-008,high
ACME-EU-00812,CONF-003,medium
ACME-EU-00812,CONF-023,low
ACME-EU-00813,CONF-006,low
ACME-EU-00813,CONF-025,medium
ACME-EU-00813,CONF-007,medium
ACME-EU-00813,CONF-012,high
ACME-EU-00813,CONF-011,high
ACME-EU-00813,CONF-020,high
ACME-EU-00813,CONF-018,high
ACME-EU-00813,CONF-015,low
ACME-EU-00813,CONF-017,medium
ACME-EU-00813,CONF-013,medium
ACME-EU-00815,CONF-005,low
ACME-EU-00815,CONF-013,medium
ACME-EU-00815,CONF-014,low
ACME-EU-00815,CONF-019,low
ACME-EU-00817,CONF-022,medium
ACME-EU-00817,CONF-012,low
ACME-EU-00817,CONF-020,medium
ACME-EU-00817,CONF-017,low
ACME-EU-00817,CONF-016,medium
ACME-EU-00817,CONF-002,medium
ACME-EU-00817,CONF-009,high
ACME-EU-00817,CONF-005,low
ACME-EU-00817,CONF-019,medium
ACME-EU-00819,CONF-014,low
ACME-EU-00820,CONF-002,high
ACME-EU-00820,CONF-012,medium
ACME-EU-00820,CONF-017,low
ACME-EU-00820,CONF-011,high
ACME-EU-00820,CONF-003,high
ACME-EU-00820,CONF-020,low
ACME-EU-00820,CONF-013,medium
ACME-EU-00820,CONF-001,low
ACME-EU-00821,CONF-011,high
ACME-EU-00821,CONF-012,low
ACME-EU-00821,CONF-003,medium
ACME-EU-00821,CONF-016,high
ACME-EU-00821,CONF-018,high
ACME-EU-00821,CONF-010,low
ACME-EU-00822,CONF-022,low
ACME-EU-00822,CONF-016,low
ACME-EU-00824,CONF-017,high
ACME-EU-00824,CONF-002,medium
ACME-EU-00825,CONF-007,high
ACME-EU-00825,CONF-019,medium
ACME-EU-00826,CONF-008,high
ACME-EU-00826,CONF-017,medium
ACME-EU-00827,CONF-024,medium
ACME-EU-00827,CONF-005,high
ACME-EU-00827,CONF-019,low
ACME-EU-00827,CONF-001,medium
ACME-EU-00828,CONF-012,medium
ACME-EU-00832,CONF-001,high
ACME-EU-00833,CONF-009,low
ACME-EU-00834,CONF-024,high
ACME-EU-00834,CONF-011,medium
ACME-EU-00834,CONF-016,high
ACME-EU-00834,CONF-025,medium
ACME-EU-00836,CONF-005,medium
ACME-EU-00836,CONF-020,low
ACME-EU-00836,CONF-024,medium
ACME-EU-00836,CONF-007,high
ACME-EU-00836,CONF-002,low
ACME-EU-00836,CONF-003,medium
ACME-EU-00837,CONF-001,low
ACME-EU-00838,CONF-004,medium
ACME-EU-00840,CONF-002,high
ACME-EU-00840,CONF-001,medium
ACME-EU-00840,CONF-025,medium
ACME-EU-00841,CONF-017,medium
ACME-EU-00842,CONF-021,low
ACME-EU-00842,CONF-008,medium
ACME-EU-00842,CONF-019,high
ACME-EU-00842,CONF-015,high
ACME-EU-00842,CONF-022,high
ACME-EU-00842,CONF-009,low
ACME-EU-00843,CONF-013,medium
ACME-EU-00844,CONF-010,high
ACME-EU-00844,CONF-016,medium
ACME-EU-00844,CONF-015,medium
ACME-EU-00844,CONF-004,low
ACME-EU-00844,CONF-006,low
ACME-EU-00844,CONF-021,medium
ACME-EU-00845,CONF-002,medium
ACME-EU-00846,CONF-021,medium
ACME-EU-00847,CONF-024,low
ACME-EU-00847,CONF-001,medium
ACME-EU-00851,CONF-001,low
ACME-EU-00851,CONF-005,low
ACME-EU-00852,CONF-018,low
ACME-EU-00852,CONF-019,high
ACME-EU-00852,CONF-006,medium
ACME-EU-00852,CONF-023,high
ACME-EU-00853,CONF-019,medium
ACME-EU-00853,CONF-006,high
ACME-EU-00853,CONF-021,high
ACME-EU-00854,CONF-004,medium
ACME-EU-00854,CONF-003,medium
ACME-EU-00854,CONF-008,low
ACME-EU-00854,CONF-001,medium
ACME-EU-00854,CONF-009,high
ACME-EU-00854,CONF-023,low
ACME-EU-00855,CONF-002,high
ACME-EU-00857,CONF-009,high
ACME-EU-00858,CONF-013,low
ACME-EU-00858,CONF-008,high
ACME-EU-00861,CONF-023,low
ACME-EU-00861,CONF-010,low
ACME-EU-00861,CONF-020,high
ACME-EU-00861,CONF-022,medium
ACME-EU-00861,CONF-001,medium
ACME-EU-00861,CONF-024,low
ACME-EU-00862,CONF-021,high
ACME-EU-00862,CONF-020,medium
ACME-EU-00862,CONF-003,medium
ACME-EU-00863,CONF-021,high
ACME-EU-00864,CONF-017,low
ACME-EU-00864,CONF-012,high
ACME-EU-00865,CONF-005,medium
ACME-EU-00865,CONF-010,medium
ACME-EU-00865,CONF-019,low
ACME-EU-00865,CONF-025,high
ACME-EU-00866,CONF-004,low
ACME-EU-00866,CONF-008,medium
ACME-EU-00867,CONF-013,high
ACME-EU-00868,CONF-015,low
ACME-EU-00868,CONF-012,high
ACME-EU-00869,CONF-014,low
ACME-EU-00869,CONF-004,high
ACME-EU-00869,CONF-007,high
ACME-EU-00869,CONF-020,high
ACME-EU-00869,CONF-006,high
ACME-EU-00870,CONF-008,high
ACME-EU-00870,CONF-025,medium
ACME-EU-00870,CONF-021,low
ACME-EU-00870,CONF-019,medium
ACME-EU-00870,CONF-023,high
ACME-EU-00870,CONF-016,low
ACME-EU-00871,CONF-016,low
ACME-EU-00871,CONF-010,low
ACME-EU-00872,CONF-006,high
ACME-EU-00872,CONF-014,medium
ACME-EU-00873,CONF-012,medium
ACME-EU-00874,CONF-018,medium
ACME-EU-00876,CONF-002,medium
ACME-EU-00877,CONF-016,high
ACME-EU-00877,CONF-018,medium
ACME-EU-00878,CONF-024,medium
ACME-EU-00878,CONF-004,high
ACME-EU-00878,CONF-009,low
ACME-EU-00878,CONF-012,low
ACME-EU-00879,CONF-001,medium
ACME-EU-00879,CONF-004,high
ACME-EU-00879,CONF-019,high
ACME-EU-00879,CONF-006,medium
ACME-EU-00879,CONF-021,medium
ACME-EU-00879,CONF-012,low
ACME-EU-00885,CONF-020,low
ACME-EU-00886,CONF-018,high
ACME-EU-00887,CONF-022,high
ACME-EU-00888,CONF-006,medium
ACME-EU-00888,CONF-023,low
ACME-EU-00888,CONF-018,high
ACME-EU-00889,CONF-006,low
ACME-EU-00889,CONF-025,high
ACME-EU-00889,CONF-007,medium
ACME-EU-00889,CONF-022,medium
ACME-EU-00889,CONF-008,high
ACME-EU-00889,CONF-016,high
ACME-EU-00889,CONF-010,medium
ACME-EU-00889,CONF-023,low
ACME-EU-00889,CONF-005,low
ACME-EU-00889,CONF-009,medium
ACME-EU-00889,CONF-014,low
ACME-EU-00891,CONF-011,medium
ACME-EU-00891,CONF-017,low
ACME-EU-00891,CONF-003,medium
ACME-EU-00891,CONF-022,high
ACME-EU-00891,CONF-014,medium
ACME-EU-00891,CONF-023,low
ACME-EU-00891,CONF-020,high
ACME-EU-00891,CONF-024,medium
ACME-EU-00891,CONF-007,medium
ACME-EU-00891,CONF-021,medium
ACME-EU-00894,CONF-005,high
ACME-EU-00894,CONF-016,high
ACME-EU-00894,CONF-014,medium
ACME-EU-00894,CONF-010,high
ACME-EU-00894,CONF-008,medium
ACME-EU-00894,CONF-020,medium
ACME-EU-00897,CONF-010,medium
ACME-EU-00897,CONF-004,high
ACME-EU-00897,CONF-009,medium
ACME-EU-00897,CONF-001,high
ACME-EU-00897,CONF-025,medium
ACME-EU-00897,CONF-008,low
ACME-EU-00899,CONF-022,medium
ACME-EU-00900,CONF-024,high
ACME-EU-00900,CONF-002,low
ACME-EU-00901,CONF-019,medium
ACME-EU-00902,CONF-018,high
ACME-EU-00903,CONF-019,high
ACME-EU-00908,CONF-014,medium
ACME-EU-00908,CONF-011,high
ACME-EU-00908,CONF-002,low
ACME-EU-00913,CONF-025,high
ACME-EU-00913,CONF-006,medium
ACME-EU-00913,CONF-011,high
ACME-EU-00913,CONF-003,high
ACME-EU-00913,CONF-015,low
ACME-EU-00913,CONF-018,low
ACME-EU-00914,CONF-004,high
ACME-EU-00916,CONF-010,low
ACME-EU-00916,CONF-020,high
ACME-EU-00916,CONF-005,medium
ACME-EU-00918,CONF-004,high
ACME-EU-00918,CONF-013,low
ACME-EU-00919,CONF-023,high
ACME-EU-00919,CONF-022,medium
ACME-EU-00919,CONF-006,high
ACME-EU-00919,CONF-019,low
ACME-EU-00919,CONF-014,high
ACME-EU-00923,CONF-024,low
ACME-EU-00925,CONF-013,medium
ACME-EU-00926,CONF-019,low
ACME-EU-00926,CONF-012,low
ACME-EU-00926,CONF-007,high
ACME-EU-00926,CONF-010,medium
ACME-EU-00926,CONF-008,low
ACME-EU-00928,CONF-015,medium
ACME-EU-00928,CONF-022,medium
ACME-EU-00929,CONF-005,medium
ACME-EU-00929,CONF-001,medium
ACME-EU-00931,CONF-004,medium
ACME-EU-00931,CONF-002,low
ACME-EU-00931,CONF-005,low
ACME-EU-00931,CONF-013,low
ACME-EU-00931,CONF-022,medium
ACME-EU-00931,CONF-010,high
ACME-EU-00933,CONF-007,low
ACME-EU-00933,CONF-006,medium
ACME-EU-00933,CONF-023,high
ACME-EU-00933,CONF-022,medium
ACME-EU-00933,CONF-016,low
ACME-EU-00933,CONF-020,high
ACME-EU-00934,CONF-015,medium
ACME-EU-00934,CONF-025,medium
ACME-EU-00934,CONF-002,low
ACME-EU-00934,CONF-013,low
ACME-EU-00935,CONF-012,medium
ACME-EU-00935,CONF-016,high
ACME-EU-00935,CONF-001,high
ACME-EU-00935,CONF-017,medium
ACME-EU-00935,CONF-022,high
ACME-EU-00935,CONF-025,medium
ACME-EU-00935,CONF-010,high
ACME-EU-00935,CONF-008,low
ACME-EU-00940,CONF-007,low
ACME-EU-00941,CONF-013,medium
ACME-EU-00941,CONF-019,medium
ACME-EU-00941,CONF-012,low
ACME-EU-00941,CONF-010,low
ACME-EU-00941,CONF-004,low
ACME-EU-00941,CONF-020,high
ACME-EU-00943,CONF-017,low
ACME-EU-00943,CONF-005,high
ACME-EU-00943,CONF-024,medium
ACME-EU-00943,CONF-009,high
ACME-EU-00943,CONF-007,medium
ACME-EU-00946,CONF-017,medium
ACME-EU-00946,CONF-001,medium
ACME-EU-00946,CONF-023,high
ACME-EU-00946,CONF-025,medium
ACME-EU-00946,CONF-002,high
ACME-EU-00951,CONF-015,low
ACME-EU-00952,CONF-016,medium
ACME-EU-00952,CONF-017,high
ACME-EU-00953,CONF-012,low
ACME-EU-00953,CONF-006,high
ACME-EU-00955,CONF-022,low
ACME-EU-00955,CONF-017,medium
ACME-EU-00955,CONF-021,high
ACME-EU-00955,CONF-011,medium
ACME-EU-00955,CONF-012,low
ACME-EU-00955,CONF-014,medium
ACME-EU-00956,CONF-025,medium
ACME-EU-00958,CONF-017,high
ACME-EU-00958,CONF-005,medium
ACME-EU-00958,CONF-015,medium
ACME-EU-00958,CONF-012,medium
ACME-EU-00958,CONF-003,medium
ACME-EU-00958,CONF-016,high
ACME-EU-00961,CONF-009,high
ACME-EU-00961,CONF-018,high
ACME-EU-00961,CONF-011,high
ACME-EU-00961,CONF-004,low
ACME-EU-00961,CONF-023,low
ACME-EU-00961,CONF-006,medium
ACME-EU-00966,CONF-008,high
ACME-EU-00967,CONF-005,medium
ACME-EU-00967,CONF-021,high
ACME-EU-00968,CONF-014,medium
ACME-EU-00968,CONF-015,medium
ACME-EU-00969,CONF-010,high
ACME-EU-00969,CONF-016,high
ACME-EU-00969,CONF-024,medium
ACME-EU-00973,CONF-007,medium
ACME-EU-00973,CONF-016,low
ACME-EU-00974,CONF-007,low
ACME-EU-00974,CONF-022,high
ACME-EU-00974,CONF-004,high
ACME-EU-00974,CONF-012,medium
ACME-EU-00976,CONF-009,low
ACME-EU-00976,CONF-010,low
ACME-EU-00977,CONF-020,low
ACME-EU-00977,CONF-015,low
ACME-EU-00977,CONF-021,low
ACME-EU-00977,CONF-005,medium
ACME-EU-00977,CONF-016,medium
ACME-EU-00977,CONF-001,low
ACME-EU-00979,CONF-010,high
ACME-EU-00979,CONF-019,medium
ACME-EU-00981,CONF-005,low
ACME-EU-00981,CONF-012,high
ACME-EU-00982,CONF-020,medium
ACME-EU-00982,CONF-019,low
ACME-EU-00982,CONF-003,medium
ACME-EU-00982,CONF-009,high
ACME-EU-00982,CONF-014,low
ACME-EU-00982,CONF-004,medium
ACME-EU-00983,CONF-014,low
ACME-EU-00985,CONF-008,medium
ACME-EU-00985,CONF-003,medium
ACME-EU-00985,CONF-007,low
ACME-EU-00985,CONF-017,low
ACME-EU-00985,CONF-023,high
ACME-EU-00985,CONF-001,medium
ACME-EU-00985,CONF-006,medium
ACME-EU-00985,CONF-022,medium
ACME-EU-00986,CONF-009,low
ACME-EU-00986,CONF-013,medium
ACME-EU-00986,CONF-020,high
ACME-EU-00987,CONF-006,medium
ACME-EU-00987,CONF-003,high
ACME-EU-00987,CONF-023,medium
ACME-EU-00988,CONF-017,medium
ACME-EU-00988,CONF-010,medium
ACME-EU-00989,CONF-022,medium
ACME-EU-00989,CONF-010,low
ACME-EU-00989,CONF-001,high
ACME-EU-00989,CONF-021,high
ACME-EU-00989,CONF-005,medium
ACME-EU-00990,CONF-021,low
ACME-EU-00990,CONF-005,low
ACME-EU-00990,CONF-018,medium
ACME-EU-00991,CONF-025,low
ACME-EU-00994,CONF-001,high
ACME-EU-00995,CONF-005,low
ACME-EU-00995,CONF-017,low
ACME-EU-00997,CONF-025,low
ACME-EU-00998,CONF-013,high
ACME-EU-00998,CONF-005,high
ACME-EU-00998,CONF-002,low
ACME-EU-00998,CONF-003,high
ACME-EU-00998,CONF-001,medium
ACME-EU-00998,CONF-016,high
ACME-EU-00999,CONF-020,high
ACME-EU-01001,CONF-016,medium
ACME-EU-01001,CONF-006,medium
ACME-EU-01001,CONF-023,low
ACME-EU-01003,CONF-022,high
ACME-EU-01003,CONF-004,high
ACME-EU-01003,CONF-024,high
ACME-EU-01003,CONF-020,low
ACME-EU-01004,CONF-018,medium
ACME-EU-01004,CONF-010,low
ACME-EU-01004,CONF-005,low
ACME-EU-01004,CONF-007,low
ACME-EU-01004,CONF-021,medium
ACME-EU-01006,CONF-007,high
ACME-EU-01006,CONF-015,medium
ACME-EU-01007,CONF-014,low
ACME-EU-01007,CONF-004,medium
ACME-EU-01008,CONF-021,medium
ACME-EU-01010,CONF-003,low
ACME-EU-01010,CONF-019,low
ACME-EU-01013,CONF-013,low
ACME-EU-01014,CONF-025,medium
ACME-EU-01014,CONF-012,high
ACME-EU-01015,CONF-024,high
ACME-EU-01015,CONF-020,low
ACME-EU-01017,CONF-010,high
ACME-EU-01017,CONF-021,high
ACME-EU-01018,CONF-021,low
ACME-EU-01018,CONF-023,low
ACME-EU-01018,CONF-005,high
ACME-EU-01018,CONF-015,medium
ACME-EU-01019,CONF-012,medium
ACME-EU-01023,CONF-019,medium
ACME-EU-01023,CONF-010,high
ACME-EU-01024,CONF-002,low
ACME-EU-01024,CONF-010,medium
ACME-EU-01025,CONF-009,medium
ACME-EU-01026,CONF-023,medium
ACME-EU-01029,CONF-024,medium
ACME-EU-01029,CONF-022,low
ACME-EU-01029,CONF-004,low
ACME-EU-01029,CONF-015,low
ACME-EU-01030,CONF-008,low
ACME-EU-01030,CONF-013,medium
ACME-EU-01032,CONF-024,medium
ACME-EU-01034,CONF-024,medium
ACME-EU-01034,CONF-022,low
ACME-EU-01034,CONF-025,high
ACME-EU-01034,CONF-006,high
ACME-EU-01034,CONF-015,medium
ACME-EU-01035,CONF-010,medium
ACME-EU-01035,CONF-022,high
ACME-EU-01035,CONF-018,medium
ACME-EU-01035,CONF-014,high
ACME-EU-01035,CONF-019,low
ACME-EU-01035,CONF-025,medium
ACME-EU-01037,CONF-015,low
ACME-EU-01037,CONF-012,low
ACME-EU-01037,CONF-020,high
ACME-EU-01037,CONF-009,low
ACME-EU-01038,CONF-005,high
ACME-EU-01038,CONF-007,medium
ACME-EU-01039,CONF-008,low
ACME-EU-01040,CONF-022,medium
ACME-EU-01041,CONF-002,low
ACME-EU-01042,CONF-002,high
ACME-EU-01042,CONF-005,low
ACME-EU-01043,CONF-001,low
ACME-EU-01043,CONF-013,high
ACME-EU-01043,CONF-016,high
ACME-EU-01043,CONF-025,medium
ACME-EU-01043,CONF-014,low
ACME-EU-01043,CONF-011,high
ACME-EU-01043,CONF-021,medium
ACME-EU-01043,CONF-015,high
ACME-EU-01043,CONF-008,medium
ACME-EU-01044,CONF-016,high
ACME-EU-01044,CONF-011,low
ACME-EU-01044,CONF-014,medium
ACME-EU-01044,CONF-005,low
ACME-EU-01044,CONF-018,medium
ACME-EU-01044,CONF-017,low
ACME-EU-01044,CONF-025,low
ACME-EU-01044,CONF-001,high
ACME-EU-01045,CONF-016,high
ACME-EU-01045,CONF-006,medium
ACME-EU-01046,CONF-020,high
ACME-EU-01047,CONF-005,low
ACME-EU-01047,CONF-017,low
ACME-EU-01047,CONF-022,high
ACME-EU-01047,CONF-021,high
ACME-EU-01047,CONF-011,medium
ACME-EU-01047,CONF-015,medium
ACME-EU-01048,CONF-009,low
ACME-EU-01049,CONF-014,high
ACME-EU-01049,CONF-020,high
ACME-EU-01050,CONF-002,high
ACME-EU-01052,CONF-025,low
ACME-EU-01052,CONF-003,low
ACME-EU-01053,CONF-001,medium
ACME-EU-01056,CONF-012,low
ACME-EU-01057,CONF-001,low
ACME-EU-01057,CONF-019,medium
ACME-EU-01058,CONF-012,low
ACME-EU-01058,CONF-013,low
ACME-EU-01058,CONF-007,low
ACME-EU-01059,CONF-005,medium
ACME-EU-01059,CONF-013,medium
ACME-EU-01059,CONF-025,low
ACME-EU-01059,CONF-002,high
ACME-EU-01060,CONF-002,medium
ACME-EU-01062,CONF-020,medium
ACME-EU-01062,CONF-025,medium
ACME-EU-01063,CONF-020,medium
ACME-EU-01063,CONF-018,low
ACME-EU-01066,CONF-025,medium
ACME-EU-01068,CONF-019,low
ACME-EU-01069,CONF-010,high
ACME-EU-01069,CONF-019,medium
ACME-EU-01069,CONF-014,high
ACME-EU-01070,CONF-010,low
ACME-EU-01070,CONF-003,high
ACME-EU-01072,CONF-005,high
ACME-EU-01074,CONF-013,medium
ACME-EU-01074,CONF-001,medium
ACME-EU-01074,CONF-018,low
ACME-EU-01074,CONF-015,low
ACME-EU-01074,CONF-010,low
ACME-EU-01075,CONF-004,low
ACME-EU-01075,CONF-022,medium
ACME-EU-01078,CONF-010,high
ACME-EU-01078,CONF-015,low
ACME-EU-01079,CONF-003,medium
ACME-EU-01079,CONF-022,low
ACME-EU-01079,CONF-016,high
ACME-EU-01079,CONF-002,high
ACME-EU-01079,CONF-020,high
ACME-EU-01080,CONF-006,low
ACME-EU-01080,CONF-008,high
ACME-EU-01081,CONF-015,medium
ACME-EU-01081,CONF-002,low
ACME-EU-01083,CONF-010,low
ACME-EU-01083,CONF-024,medium
ACME-EU-01085,CONF-025,low
ACME-EU-01085,CONF-023,medium
ACME-EU-01086,CONF-021,low
ACME-EU-01086,CONF-014,low
ACME-EU-01086,CONF-002,medium
ACME-EU-01086,CONF-017,medium
ACME-EU-01086,CONF-023,high
ACME-EU-01086,CONF-012,medium
ACME-EU-01087,CONF-006,high
ACME-EU-01087,CONF-020,high
ACME-EU-01087,CONF-021,high
ACME-EU-01087,CONF-003,low
ACME-EU-01088,CONF-015,medium
ACME-EU-01088,CONF-005,medium
ACME-EU-01089,CONF-003,medium
ACME-EU-01089,CONF-025,medium
ACME-EU-01092,CONF-010,medium
ACME-EU-01094,CONF-004,low
ACME-EU-01094,CONF-002,low
ACME-EU-01094,CONF-013,high
ACME-EU-01094,CONF-001,high
ACME-EU-01094,CONF-011,low
ACME-EU-01098,CONF-023,low
ACME-EU-01099,CONF-020,high
ACME-EU-01099,CONF-015,medium
ACME-EU-01099,CONF-021,high
ACME-EU-01099,CONF-009,low
ACME-EU-01099,CONF-022,high
ACME-EU-01100,CONF-012,low
ACME-EU-01100,CONF-022,high
ACME-EU-01100,CONF-019,medium
ACME-EU-01101,CONF-015,high
ACME-EU-01101,CONF-016,low
ACME-EU-01103,CONF-014,low
ACME-EU-01103,CONF-015,high
ACME-EU-01103,CONF-024,high
ACME-EU-01103,CONF-022,low
ACME-EU-01103,CONF-009,medium
ACME-EU-01103,CONF-017,high
ACME-EU-01107,CONF-017,high
ACME-EU-01107,CONF-010,high
ACME-EU-01107,CONF-001,low
ACME-EU-01108,CONF-009,low
ACME-EU-01108,CONF-010,medium
ACME-EU-01110,CONF-021,medium
ACME-EU-01114,CONF-020,low
ACME-EU-01114,CONF-007,low
ACME-EU-01114,CONF-011,low
ACME-EU-01114,CONF-013,high
ACME-EU-01116,CONF-001,high
ACME-EU-01118,CONF-021,low
ACME-EU-01118,CONF-011,low
ACME-EU-01119,CONF-002,high
ACME-EU-01119,CONF-010,low
ACME-EU-01119,CONF-014,low
ACME-EU-01119,CONF-016,medium
ACME-EU-01119,CONF-006,low
ACME-EU-01119,CONF-001,medium
ACME-EU-01120,CONF-001,medium
ACME-EU-01120,CONF-002,high
ACME-EU-01121,CONF-017,low
ACME-EU-01122,CONF-012,medium
ACME-EU-01122,CONF-001,medium
ACME-EU-01122,CONF-023,high
ACME-EU-01123,CONF-025,medium
ACME-EU-01123,CONF-003,medium
ACME-EU-01123,CONF-008,low
ACME-EU-01123,CONF-020,high
ACME-EU-01123,CONF-007,medium
ACME-EU-01123,CONF-019,high
ACME-EU-01123,CONF-023,high
ACME-EU-01123,CONF-005,low
ACME-EU-01123,CONF-012,medium
ACME-EU-01124,CONF-008,high
ACME-EU-01124,CONF-017,low
ACME-EU-01124,CONF-023,low
ACME-EU-01124,CONF-015,medium
ACME-EU-01124,CONF-011,high
ACME-EU-01124,CONF-018,low
ACME-EU-01124,CONF-006,high
ACME-EU-01124,CONF-007,low
ACME-EU-01124,CONF-003,medium
ACME-EU-01126,CONF-014,high
ACME-EU-01126,CONF-010,high
ACME-EU-01126,CONF-011,high
ACME-EU-01126,CONF-008,medium
ACME-EU-01127,CONF-005,high
ACME-EU-01127,CONF-023,low
ACME-EU-01127,CONF-003,high
ACME-EU-01127,CONF-009,medium
ACME-EU-01127,CONF-011,low
ACME-EU-01127,CONF-018,high
ACME-EU-01129,CONF-023,low
ACME-EU-01129,CONF-013,high
ACME-EU-01129,CONF-012,low
ACME-EU-01129,CONF-007,high
ACME-EU-01130,CONF-021,medium
ACME-EU-01130,CONF-014,high
ACME-EU-01130,CONF-018,high
ACME-EU-01132,CONF-012,low
ACME-EU-01134,CONF-011,medium
ACME-EU-01136,CONF-021,high
ACME-EU-01136,CONF-012,high
ACME-EU-01137,CONF-019,medium
ACME-EU-01137,CONF-011,low
ACME-EU-01137,CONF-008,medium
ACME-EU-01138,CONF-016,medium
ACME-EU-01139,CONF-007,medium
ACME-EU-01139,CONF-016,medium
ACME-EU-01139,CONF-014,high
ACME-EU-01140,CONF-003,medium
ACME-EU-01140,CONF-010,high
ACME-EU-01140,CONF-001,high
ACME-EU-01141,CONF-020,low
ACME-EU-01143,CONF-024,low
ACME-EU-01143,CONF-017,medium
ACME-EU-01143,CONF-021,low
ACME-EU-01143,CONF-009,low
ACME-EU-01143,CONF-007,medium
ACME-EU-01143,CONF-020,low
ACME-EU-01144,CONF-006,medium
ACME-EU-01144,CONF-008,high
ACME-EU-01144,CONF-023,medium
ACME-EU-01144,CONF-005,low
ACME-EU-01144,CONF-007,medium
ACME-EU-01146,CONF-020,low
ACME-EU-01146,CONF-008,high
ACME-EU-01146,CONF-025,low
ACME-EU-01146,CONF-016,low
ACME-EU-01146,CONF-019,high
ACME-EU-01147,CONF-015,high
ACME-EU-01148,CONF-018,medium
